r,g,b,h,s,v
16,10,196,242,95,77
44,238,150,153,82,93
250,66,121,342,74,98
36,34,217,241,84,85
177,116,91,17,49,69
41,139,29,113,79,55
226,154,97,27,57,89
183,250,109,89,56,98
30,23,7,42,77,12
55,51,24,52,56,22
101,7,137,283,95,54
229,176,199,334,23,90
100,4,17,352,96,39
175,238,77,83,68,93
182,131,161,325,28,71
0,22,249,235,100,98
127,107,100,16,21,50
12,154,140,174,92,60
185,235,62,77,74,92
237,158,111,22,53,93
164,45,213,282,79,84
218,2,232,296,99,91
222,106,193,315,52,87
15,225,54,131,93,88
121,251,192,153,52,98
29,167,155,175,83,65
79,253,29,107,89,99
152,43,95,331,72,60
78,23,233,256,90,91
58,204,124,147,72,80
119,239,58,100,76,94
111,110,94,56,15,44
244,134,9,32,96,96
43,107,71,146,60,42
133,209,151,134,36,82
84,73,100,264,27,39
64,24,44,330,63,25
102,187,241,203,58,95
33,25,26,353,24,13
32,46,17,89,63,18
103,87,148,256,41,58
213,161,93,34,56,84
213,241,106,72,56,95
125,108,81,37,35,49
96,175,183,186,48,72
34,89,133,207,74,52
92,100,172,234,47,67
197,231,74,73,68,91
239,82,188,319,66,94
88,27,177,264,85,69
88,92,164,237,46,64
103,72,56,20,46,40
203,83,244,285,66,96
122,185,82,97,56,73
83,102,48,81,53,40
63,50,210,245,76,82
198,52,55,359,74,78
253,142,137,3,46,99
251,166,216,325,34,98
76,209,180,167,64,82
50,152,128,166,67,60
86,198,29,100,85,78
36,4,212,249,98,83
115,87,162,262,46,64
98,61,187,258,67,73
85,208,54,108,74,82
83,238,229,177,65,93
227,143,185,330,37,89
21,51,91,214,77,36
39,61,147,228,73,58
192,139,77,32,60,75
59,219,147,153,73,86
185,203,199,167,9,80
229,8,135,326,97,90
29,184,179,178,84,72
174,198,161,99,19,78
110,189,52,95,72,74
70,239,171,156,71,94
231,58,14,12,94,91
211,89,41,17,81,83
205,79,73,3,64,80
53,250,23,112,91,98
218,141,238,288,41,93
54,150,174,192,69,68
233,24,18,2,92,91
14,242,106,144,94,95
6,253,28,125,98,99
173,147,31,49,82,68
200,205,103,63,50,80
228,20,14,2,94,89
72,216,93,129,67,85
114,18,163,280,89,64
57,183,52,118,72,72
60,84,66,135,29,33
208,203,254,246,20,100
25,31,207,238,88,81
140,218,230,188,39,90
253,137,19,30,92,99
68,72,178,238,62,70
11,205,237,188,95,93
193,240,247,188,22,97
50,246,151,151,80,96
150,34,64,344,77,59
239,74,22,14,91,94
178,51,144,316,71,70
44,107,71,146,59,42
147,16,54,343,89,58
189,238,26,74,89,93
47,136,16,104,88,53
231,148,214,312,36,91
43,70,241,232,82,95
96,166,97,121,42,65
152,10,62,338,93,60
16,88,167,211,90,65
72,144,60,111,58,56
235,172,237,298,27,93
214,235,170,79,28,92
210,48,19,9,91,82
203,216,50,65,77,85
208,54,231,292,77,91
1,42,19,146,98,16
207,212,135,64,36,83
237,238,103,60,57,93
219,49,71,352,78,86
192,213,108,72,49,84
83,124,66,102,47,49
83,192,5,95,97,75
230,229,99,60,57,90
239,181,204,336,24,94
58,59,154,239,62,60
224,41,182,314,82,88
150,243,16,85,93,95
100,9,64,324,91,39
174,127,123,5,29,68
33,242,44,123,86,95
158,228,83,89,64,89
252,107,213,316,58,99
191,114,6,35,97,75
62,188,128,151,67,74
185,213,122,78,43,84
76,72,224,242,68,88
17,189,131,160,91,74
192,210,195,130,9,82
232,199,16,51,93,91
124,166,228,216,46,89
230,134,74,23,68,90
173,180,177,154,4,71
212,10,249,291,96,98
195,4,40,349,98,76
250,201,52,45,79,98
102,177,162,168,42,69
231,171,229,302,26,91
100,20,80,315,80,39
252,196,242,311,22,99
207,52,67,354,75,81
36,69,26,106,62,27
107,124,120,166,14,49
67,243,144,146,72,95
170,33,191,292,83,75
121,39,35,3,71,47
244,59,74,355,76,96
104,192,80,107,58,75
227,141,38,33,83,89
38,112,228,217,83,89
222,9,200,306,96,87
233,170,139,20,40,91
136,69,210,269,67,82
51,133,226,212,77,89
44,145,150,183,71,59
227,127,59,24,74,89
198,48,30,6,85,78
251,242,56,57,78,98
4,227,32,128,98,89
3,206,152,164,99,81
80,214,125,140,63,84
213,3,142,320,99,84
54,250,135,145,78,98
25,100,176,210,86,69
196,172,23,52,88,77
66,231,139,147,71,91
126,200,160,148,37,78
234,37,221,304,84,92
192,230,61,73,73,90
156,31,175,292,82,69
130,33,188,278,82,74
3,24,24,180,88,9
10,126,65,148,92,49
101,204,140,143,50,80
46,177,207,191,78,81
226,103,209,308,54,89
161,183,248,225,35,97
134,205,58,89,72,80
13,224,52,131,94,88
115,64,57,7,50,45
34,219,27,118,88,86
205,146,162,344,29,80
44,138,216,207,80,85
183,195,28,64,86,76
125,210,21,87,90,82
200,244,52,74,79,96
100,72,48,28,52,39
170,157,27,55,84,67
109,33,178,271,81,70
109,28,119,293,76,47
37,40,66,234,44,26
245,206,27,49,89,96
81,246,102,128,67,96
134,92,51,30,62,53
92,13,26,350,86,36
62,170,28,106,84,67
16,152,243,204,93,95
236,78,65,5,72,93
182,20,218,289,91,85
145,251,93,100,63,98
42,179,9,108,95,70
180,116,200,286,42,78
158,180,11,68,94,71
14,66,162,219,91,64
132,30,225,271,87,88
137,137,82,60,40,54
54,43,122,248,65,48
204,1,189,304,100,80
253,221,118,46,53,99
131,38,87,328,71,51
15,188,220,189,93,86
40,119,141,193,72,55
33,242,251,182,87,98
113,149,67,86,55,58
18,184,197,184,91,77
208,237,126,76,47,93
160,218,134,101,39,85
147,141,70,55,52,58
246,168,132,19,46,96
15,91,177,212,92,69
149,77,8,29,95,58
5,13,205,238,98,80
155,182,21,70,88,71
141,77,27,26,81,55
70,199,230,192,70,90
14,111,158,200,91,62
126,226,71,99,69,89
236,30,246,297,88,96
54,221,139,151,76,87
139,41,230,271,82,90
144,246,223,166,41,96
145,248,169,134,42,97
155,53,236,273,78,93
207,159,226,283,30,89
246,181,118,30,52,96
218,1,52,346,100,85
157,199,45,76,77,78
82,222,199,170,63,87
86,223,47,107,79,87
56,49,177,243,72,69
195,15,28,356,92,76
13,247,111,145,95,97
52,137,25,106,82,54
36,6,47,284,87,18
159,129,33,46,79,62
14,178,167,176,92,70
110,142,37,78,74,56
78,181,236,201,67,93
220,91,68,9,69,86
201,178,74,49,63,79
129,26,20,3,84,51
104,165,167,182,38,65
144,143,93,59,35,56
164,58,40,9,76,64
166,229,15,78,93,90
66,74,159,235,58,62
150,70,86,348,53,59
131,172,60,82,65,67
80,94,173,231,54,68
87,139,21,86,85,55
226,47,168,319,79,89
98,97,38,59,61,38
101,190,197,184,49,77
67,98,219,228,69,86
132,45,228,269,80,89
165,192,217,209,24,85
123,49,85,331,60,48
37,115,24,111,79,45
182,136,202,282,33,79
211,229,160,76,30,90
144,13,123,310,91,56
163,20,133,313,88,64
131,216,155,137,39,85
167,96,198,282,52,78
17,192,130,159,91,75
101,71,87,328,30,40
41,50,64,217,36,25
173,201,134,85,33,79
122,24,10,8,92,48
36,52,83,220,57,33
180,146,66,42,63,71
117,114,225,242,49,88
79,221,158,153,64,87
128,19,95,318,85,50
38,11,78,264,86,31
58,37,120,255,69,47
212,145,80,30,62,83
52,244,227,175,79,96
73,209,186,170,65,82
14,120,153,194,91,60
184,219,164,98,25,86
205,160,107,32,48,80
15,57,197,226,92,77
182,217,10,70,95,85
115,120,100,75,17,47
174,52,4,17,98,68
59,252,222,171,77,99
168,50,247,276,80,97
45,67,126,224,64,49
68,144,222,210,69,87
92,43,118,279,64,46
118,72,169,268,57,66
27,181,165,174,85,71
145,209,250,203,42,98
141,89,192,270,54,75
228,119,244,292,51,96
47,160,211,199,78,83
106,26,190,269,86,75
3,96,40,144,97,38
37,181,22,114,88,71
202,102,41,23,80,79
71,75,27,65,64,29
3,170,89,151,98,67
253,93,67,8,74,99
81,172,189,189,57,74
200,250,226,151,20,98
1,241,171,162,100,95
27,225,183,167,88,88
150,94,172,283,45,67
14,110,0,112,100,43
174,248,125,96,50,97
222,132,68,25,69,87
154,75,58,11,62,60
61,7,154,262,95,60
139,200,143,124,31,78
32,92,237,222,86,93
80,195,188,176,59,76
99,151,91,112,40,59
106,198,183,170,46,78
155,9,95,325,94,61
222,43,61,354,81,87
149,246,37,88,85,96
92,74,203,248,64,80
154,230,160,125,33,90
9,8,239,240,97,94
83,143,89,126,42,56
15,37,38,183,61,15
221,6,32,353,97,87
156,30,0,12,100,61
233,147,254,288,42,100
212,221,45,63,80,87
195,67,54,6,72,76
239,177,9,44,96,94
13,123,251,212,95,98
39,210,155,161,81,82
30,45,57,207,47,22
185,87,99,353,53,73
229,230,111,61,52,90
113,33,54,344,71,44
247,180,24,42,90,97
60,232,100,134,74,91
184,97,110,351,47,72
41,18,141,251,87,55
4,80,195,216,98,76
47,233,194,167,80,91
1,71,85,190,99,33
165,224,114,92,49,88
83,20,98,288,80,38
80,139,169,200,53,66
111,249,201,159,55,98
242,17,246,299,93,96
181,231,121,87,48,91
232,132,47,28,80,91
40,48,222,237,82,87
233,220,55,56,76,91
201,232,47,70,80,91
61,112,102,168,46,44
242,1,60,345,100,95
22,98,152,205,86,60
189,182,210,255,13,82
77,254,75,119,70,100
85,25,254,256,90,100
19,206,186,174,91,81
243,179,189,351,26,95
213,158,244,278,35,96
114,183,237,206,52,93
237,1,53,347,100,93
24,142,196,199,88,77
194,99,100,359,49,76
159,223,188,147,29,87
229,41,79,348,82,90
86,198,104,130,57,78
2,248,102,144,99,97
65,146,30,102,79,57
219,239,73,67,69,94
28,231,125,149,88,91
223,204,172,38,23,87
81,43,223,253,81,87
151,216,149,118,31,85
84,250,171,151,66,98
223,120,55,23,75,87
43,12,230,249,95,90
120,197,194,178,39,77
71,145,2,91,99,57
169,92,1,33,99,66
0,229,138,156,100,90
13,210,218,182,94,85
104,243,75,110,69,95
50,74,60,145,32,29
92,133,252,225,63,99
18,227,231,181,92,91
112,194,68,99,65,76
59,247,84,128,76,97
82,155,1,88,99,61
254,66,81,355,74,100
68,51,222,246,77,87
174,144,227,262,37,89
181,5,245,284,98,96
187,220,214,169,15,86
225,101,145,339,55,88
171,183,138,76,25,72
40,250,227,173,84,98
193,152,253,264,40,99
25,145,208,201,88,82
217,226,0,62,100,89
97,80,205,248,61,80
72,175,93,132,59,69
141,158,164,196,14,64
122,170,180,190,32,71
124,116,196,246,41,77
56,108,205,219,73,80
19,41,97,223,80,38
219,162,203,317,26,86
47,164,155,175,71,64
72,51,230,247,78,90
187,82,113,342,56,73
147,19,175,289,89,69
152,200,144,111,28,78
82,178,41,102,77,70
81,191,97,129,58,75
212,238,128,74,46,93
1,186,215,188,100,84
11,224,223,180,95,88
82,212,24,101,89,83
98,63,237,252,73,93
77,0,220,261,100,86
29,76,219,225,87,86
138,132,130,15,6,54
168,82,18,26,89,66
53,158,11,103,93,62
162,21,58,344,87,64
79,70,29,49,63,31
37,92,214,221,83,84
210,227,50,66,78,89
70,60,186,245,68,73
58,16,165,257,90,65
252,76,152,334,70,99
91,196,245,199,63,96
119,66,185,267,64,73
194,135,189,305,30,76
157,237,137,108,42,93
21,42,217,234,90,85
134,105,183,262,43,72
41,30,63,260,52,25
36,133,169,196,79,66
231,76,96,352,67,91
135,35,213,274,84,84
34,135,110,165,75,53
16,136,90,157,88,53
218,199,180,30,17,85
55,247,236,177,78,97
129,198,15,83,92,78
144,26,131,307,82,56
91,150,93,122,39,59
157,97,221,269,56,87
209,11,88,337,95,82
215,173,4,48,98,84
12,169,36,129,93,66
172,25,230,283,89,90
240,96,44,16,82,94
125,103,177,258,42,69
40,77,218,228,82,85
23,217,16,118,93,85
196,16,241,288,93,95
16,230,207,174,93,90
102,200,158,154,49,78
162,92,95,357,43,64
44,36,143,244,75,56
193,129,96,20,50,76
94,185,150,157,49,73
116,103,234,246,56,92
106,145,66,90,54,57
29,114,249,217,88,98
183,95,55,19,70,72
88,222,144,145,60,87
240,181,69,39,71,94
230,45,250,294,82,98
19,129,215,206,91,84
107,222,112,123,52,87
24,150,237,205,90,93
53,52,218,240,76,85
32,154,64,136,79,60
163,237,203,152,31,93
59,83,62,127,29,33
161,151,23,56,86,63
61,222,156,155,73,87
151,90,203,272,56,80
33,83,205,223,84,80
69,122,252,223,73,99
135,157,131,111,17,62
251,126,112,6,55,98
237,35,91,343,85,93
96,189,176,172,49,74
145,88,203,270,57,80
228,195,104,44,54,89
54,168,66,126,68,66
195,113,109,3,44,76
104,48,160,270,70,63
152,50,144,305,67,60
210,155,27,42,87,82
176,231,4,75,98,91
137,152,42,68,72,60
60,3,249,254,99,98
151,75,248,266,70,97
231,92,11,22,95,91
103,219,92,115,58,86
209,218,16,63,93,85
79,140,208,212,62,82
89,118,85,113,28,46
104,164,234,212,56,92
62,223,103,135,72,87
78,48,66,324,38,31
162,0,205,287,100,80
59,55,82,249,33,32
98,129,8,75,94,51
159,40,139,310,75,62
161,150,203,252,26,80
41,115,165,204,75,65
40,143,11,107,92,56
177,73,81,355,59,69
219,184,152,29,31,86
210,125,35,31,83,82
62,119,11,92,91,47
114,134,140,194,19,55
241,219,5,54,98,95
213,192,17,54,92,84
124,125,147,237,16,58
236,14,154,322,94,93
31,49,194,233,84,76
43,6,71,274,92,28
2,251,9,122,99,98
138,118,15,50,89,54
106,249,130,130,57,98
162,172,45,65,74,67
194,246,132,87,46,96
223,138,173,335,38,87
123,232,45,95,81,91
232,100,72,11,69,91
194,105,4,32,98,76
146,24,15,4,90,57
178,216,156,98,28,85
57,132,135,182,58,53
129,242,137,124,47,95
232,149,129,12,44,91
20,198,220,187,91,86
139,217,194,162,36,85
194,162,244,263,34,96
82,34,27,8,67,32
33,155,79,143,79,61
101,227,209,171,56,89
18,202,20,121,91,79
52,167,142,167,69,65
215,120,206,306,44,84
56,70,53,109,24,27
100,152,168,194,40,66
144,240,249,185,42,98
49,129,14,102,89,51
58,248,224,172,77,97
7,73,101,198,93,40
55,39,159,248,75,62
184,82,138,327,55,72
227,207,97,51,57,89
183,4,171,304,98,72
100,74,102,296,27,40
137,211,192,165,35,83
143,157,245,232,42,96
235,78,166,326,67,92
154,104,123,337,32,60
195,211,58,66,73,83
175,129,71,33,59,69
165,232,229,177,29,91
193,221,214,165,13,87
181,186,138,66,26,73
215,230,91,66,60,90
190,122,10,37,95,75
61,24,35,342,61,24
59,218,246,189,76,96
192,56,125,330,71,75
156,190,165,136,18,75
5,5,78,240,94,31
201,112,52,24,74,79
89,123,141,201,37,55
90,153,7,86,95,60
252,170,210,331,33,99
67,154,43,107,72,60
201,33,39,358,84,79
3,81,181,214,98,71
100,20,45,341,80,39
118,115,26,58,78,46
212,151,66,35,69,83
161,53,204,283,74,80
100,168,90,112,46,66
70,135,177,204,60,69
218,78,76,1,65,85
31,185,65,133,83,73
77,197,135,149,61,77
73,185,111,140,61,73
134,158,230,225,42,90
72,58,95,263,39,37
17,74,29,133,77,29
138,110,160,274,31,63
244,4,32,353,98,96
218,181,141,31,35,85
239,87,182,323,64,94
40,173,15,111,91,68
110,193,159,155,43,76
37,148,45,124,75,58
45,26,47,294,45,18
93,10,159,273,94,62
87,71,231,246,69,91
52,101,114,193,54,45
59,128,197,210,70,77
174,7,118,320,96,68
241,170,91,32,62,95
225,21,41,354,91,88
146,119,146,300,18,57
68,157,225,206,70,88
179,22,213,289,90,84
12,133,208,203,94,82
247,38,118,337,85,97
79,37,254,252,85,100
228,157,13,40,94,89
87,181,56,105,69,71
96,90,39,54,59,38
156,175,202,215,23,79
91,47,233,254,80,91
157,78,122,327,50,62
97,121,203,226,52,80
207,189,82,51,60,81
73,200,159,161,64,78
67,174,149,166,61,68
203,140,190,312,31,80
145,233,217,169,38,91
53,47,182,243,74,71
241,24,249,298,90,98
34,59,161,228,79,63
210,102,26,25,88,82
38,60,206,232,82,81
41,43,52,229,21,20
196,219,44,68,80,86
157,87,194,279,55,76
95,216,251,193,62,98
133,218,244,194,45,96
112,139,108,112,22,55
216,142,185,325,34,85
198,3,52,345,98,78
254,87,141,341,66,100
124,80,14,36,89,49
173,93,195,287,52,76
215,221,96,63,57,87
162,34,150,306,79,64
224,169,132,24,41,88
241,160,35,36,85,95
129,192,151,141,33,75
176,22,92,333,88,69
166,63,103,337,62,65
200,215,222,199,10,87
34,181,3,110,98,71
160,121,114,9,29,63
139,24,8,7,94,55
190,195,161,69,17,76
188,110,56,25,70,74
6,174,165,177,97,68
197,195,151,57,23,77
207,1,156,315,100,81
133,35,12,11,91,52
151,48,178,288,73,70
101,136,214,221,53,84
159,185,132,89,29,73
174,230,56,79,76,90
234,158,143,10,39,92
195,133,96,22,51,76
206,174,207,298,16,81
49,105,224,221,78,88
34,242,135,149,86,95
63,132,185,206,66,73
30,67,248,230,88,97
246,136,224,312,45,96
5,120,67,152,96,47
168,191,50,70,74,75
154,57,52,3,66,60
178,211,176,117,17,83
28,196,221,188,87,87
180,21,81,337,88,71
179,63,253,277,75,99
20,179,2,114,99,70
46,133,151,190,70,59
112,148,62,85,58,58
177,65,0,22,100,69
9,213,68,137,96,84
218,129,112,10,49,85
175,51,69,351,71,69
162,211,121,93,43,83
96,187,21,93,89,73
4,96,119,192,97,47
237,166,209,324,30,93
49,170,102,146,71,67
48,123,206,212,77,81
182,190,138,69,27,75
124,205,196,173,40,80
42,90,151,214,72,59
208,233,130,75,44,91
131,20,150,291,87,59
104,222,106,121,53,87
31,8,234,246,97,92
75,91,44,80,52,36
95,40,170,265,76,67
106,164,128,143,35,64
220,139,56,30,75,86
71,158,252,211,72,99
57,253,238,175,77,99
86,254,12,102,95,100
85,173,96,127,51,68
44,186,231,194,81,91
2,118,127,184,98,50
188,176,65,54,65,74
143,122,89,37,38,56
21,127,71,148,83,50
68,151,232,210,71,91
123,241,218,168,49,95
227,254,205,93,19,100
239,46,209,309,81,94
217,118,0,33,100,85
119,83,39,33,67,47
160,180,209,216,23,82
90,15,168,269,91,66
68,231,89,128,71,91
78,119,247,225,68,97
177,126,53,35,70,69
160,235,207,158,32,92
197,86,38,18,81,77
93,124,106,145,25,49
177,24,182,298,87,71
171,186,178,148,8,73
184,78,19,21,90,72
90,181,237,203,62,93
137,61,4,26,97,54
21,24,23,160,13,9
148,201,72,85,64,79
174,72,106,340,59,68
31,232,218,176,87,91
222,79,21,17,91,87
112,196,225,195,50,88
189,154,237,265,35,93
188,19,76,340,90,74
153,147,234,244,37,92
122,5,96,313,96,48
73,23,244,254,91,96
126,158,158,180,20,62
119,53,199,267,73,78
152,50,202,280,75,79
245,202,150,33,39,96
207,62,196,305,70,81
112,242,229,174,54,95
15,197,227,188,93,89
217,30,123,330,86,85
102,145,210,216,51,82
64,64,105,240,39,41
173,0,70,336,100,68
159,101,167,293,40,65
201,207,238,230,16,93
155,119,190,270,37,75
244,42,235,303,83,96
189,82,103,348,57,74
141,104,70,29,50,55
94,43,102,292,58,40
148,129,175,265,26,69
220,50,169,318,77,86
162,87,220,274,60,86
103,78,205,252,62,80
25,101,227,217,89,89
162,234,182,137,31,92
43,207,76,132,79,81
126,128,213,239,41,84
145,174,208,212,30,82
70,140,100,146,50,55
124,92,104,338,26,49
24,179,34,124,87,70
111,5,42,339,95,44
226,46,121,335,80,89
28,31,123,238,77,48
228,253,246,163,10,99
114,8,48,337,93,45
55,39,13,37,76,22
152,115,47,39,69,60
146,194,172,153,25,76
209,52,180,311,75,82
17,212,173,168,92,83
62,71,220,237,72,86
22,188,179,177,88,74
148,48,82,340,68,58
181,30,13,6,93,71
101,36,213,262,83,84
90,83,4,55,96,35
3,2,175,240,99,69
102,94,197,245,52,77
188,184,132,56,30,74
237,82,138,338,65,93
221,50,104,341,77,87
114,234,20,94,91,92
69,40,93,273,57,36
233,138,153,351,41,91
234,222,153,51,35,92
7,225,36,128,97,88
85,249,48,109,81,98
237,125,192,324,47,93
88,42,199,258,79,78
2,215,184,171,99,84
132,48,176,279,73,69
206,172,58,46,72,81
118,80,129,287,38,51
229,129,190,323,44,90
169,14,11,1,93,66
149,136,2,55,99,58
104,75,137,268,45,54
201,206,87,63,58,81
80,88,46,71,48,35
27,24,128,242,81,50
188,185,197,255,6,77
58,42,30,26,48,23
36,121,133,187,73,52
168,193,175,137,13,76
100,211,206,177,53,83
237,67,220,306,72,93
120,98,112,322,18,47
193,204,116,68,43,80
147,96,57,26,61,58
128,216,26,88,88,85
108,86,89,352,20,42
58,228,109,138,75,89
87,77,185,246,58,73
223,18,107,334,92,87
176,169,133,50,24,69
76,98,84,142,22,38
194,122,113,7,42,76
3,85,110,194,97,43
249,250,218,62,13,98
124,83,187,264,56,73
247,160,101,24,59,97
236,24,130,330,90,93
65,135,63,118,53,53
49,165,7,104,96,65
173,106,114,353,39,68
235,205,213,344,13,92
68,56,223,244,75,87
35,140,57,133,75,55
98,54,16,28,84,38
168,212,209,176,21,83
35,82,202,223,83,79
20,4,90,251,96,35
16,58,221,228,93,87
97,129,94,115,27,51
216,182,156,26,28,85
190,106,15,31,92,75
68,52,160,249,68,63
12,67,103,204,88,40
5,117,179,201,97,70
159,137,86,42,46,62
68,195,216,189,69,85
224,158,233,293,32,91
25,212,163,164,88,83
97,99,254,239,62,100
202,232,201,118,13,91
238,9,103,335,96,93
146,30,227,275,87,89
114,225,3,90,99,88
167,54,110,330,68,65
32,113,128,189,75,50
51,199,1,105,99,78
243,108,44,19,82,95
160,164,19,62,88,64
47,110,245,221,81,96
10,20,148,236,93,58
12,150,182,191,93,71
115,72,133,282,46,52
45,148,119,163,70,58
156,254,157,121,39,100
108,9,99,305,92,42
38,48,117,232,68,46
44,148,72,136,70,58
68,34,97,272,65,38
194,189,171,47,12,76
154,181,159,131,15,71
155,8,18,356,95,61
68,250,246,179,73,98
225,169,59,40,74,88
110,176,21,86,88,69
229,2,12,357,99,90
152,16,156,298,90,61
72,149,64,114,57,58
218,53,89,347,76,85
7,191,186,178,96,75
19,17,130,241,87,51
230,97,97,0,58,90
76,36,184,256,80,72
60,117,117,180,49,46
87,236,241,182,64,95
158,132,126,11,20,62
100,236,199,164,58,93
107,186,96,113,48,73
221,81,47,12,79,87
131,20,177,282,89,69
17,23,7,82,70,9
123,117,17,57,86,48
122,43,90,324,65,48
241,227,5,56,98,95
74,173,172,179,57,68
84,227,252,189,67,99
57,85,67,141,33,33
180,179,45,60,75,71
107,61,9,32,92,42
63,107,209,222,70,82
11,138,143,182,92,56
63,227,212,175,72,89
4,130,13,124,97,51
91,216,171,158,58,85
45,53,47,135,15,21
143,195,96,92,51,76
42,89,178,219,76,70
246,93,128,346,62,96
117,115,250,241,54,98
139,37,3,15,98,55
133,118,223,249,47,87
6,177,138,166,97,69
160,81,156,303,49,63
27,237,210,172,89,93
202,242,240,177,17,95
249,168,108,26,57,98
210,191,245,261,22,96
152,117,200,265,42,78
243,243,241,60,1,95
41,177,194,187,79,76
110,179,20,86,89,70
129,147,225,229,43,88
15,188,174,175,92,74
31,17,50,265,66,20
74,9,52,320,88,29
211,208,234,247,11,92
156,61,135,313,61,61
131,88,60,24,54,51
160,202,36,75,82,79
29,151,39,125,81,59
234,82,242,297,66,95
11,210,182,172,95,82
80,119,100,151,33,47
238,10,59,347,96,93
83,229,48,108,79,90
121,184,167,164,34,72
160,168,50,64,70,66
218,243,204,98,16,95
203,134,115,13,43,80
61,40,191,248,79,75
5,119,7,121,96,47
99,44,99,300,56,39
121,42,2,20,98,47
7,114,130,188,95,51
124,130,135,207,8,53
93,105,234,235,60,92
54,111,5,92,95,44
128,85,72,14,44,50
133,66,118,313,50,52
123,23,163,283,86,64
20,132,124,176,85,52
4,75,237,222,98,93
213,75,45,11,79,84
164,115,42,36,74,64
144,219,199,164,34,86
249,129,203,323,48,98
3,20,122,231,98,48
153,34,192,285,82,75
91,8,191,267,96,75
35,3,166,252,98,65
45,134,174,199,74,68
71,214,62,116,71,84
60,198,43,113,78,78
234,62,39,7,83,92
90,227,243,186,63,95
243,19,143,327,92,95
238,166,127,21,47,93
49,169,104,148,71,66
71,93,115,210,38,45
174,101,202,283,50,79
129,9,59,335,93,51
86,49,77,315,43,34
63,14,158,260,91,62
49,44,146,243,70,57
155,213,119,97,44,84
142,180,105,90,42,71
198,197,43,60,78,78
33,76,91,196,64,36
171,164,100,54,42,67
51,155,199,198,74,78
175,179,39,62,78,70
242,206,185,22,24,95
2,43,199,228,99,78
254,144,182,339,43,100
249,158,225,316,37,98
234,107,35,22,85,92
240,187,199,346,22,94
185,83,198,293,58,78
104,24,225,264,89,88
142,97,160,283,39,63
152,251,163,127,39,98
180,47,208,290,77,82
73,64,217,244,71,85
60,94,45,102,52,37
142,223,19,84,91,87
205,44,88,344,79,80
127,223,83,101,63,87
141,137,51,57,64,55
203,18,132,323,91,80
160,189,168,137,15,74
221,16,217,301,93,87
35,190,73,135,82,75
205,242,71,73,71,95
